Rating,Address,ReviewDate,Description,Cleaned_Description,BERT_Sentiment_Label,BERT_Sentiment_Score,,,,
5,"27271 Colt Dr, Corona, CA 92883",2017-05-04,Brianne was awesome!   She worked very hard to find us the perfect home that met our needs.  She is very attentive and was in contact daily throughout the entire buying process keeping everything organized and on track.  Everything went very smoothly.  We were closed within 30 days and in our new home.  Brianne is a true professional and top notch realtor who knows the market well and has excellent negotiating skills.  I could not be more pleased with her performance and how hard she worked for us to find us the perfect house.,brianne awesome work hard find perfect home meet need attentive contact daily entire buying process keep organize track go smoothly close 30 day new home brianne true professional notch realtor know market excellent negotiating skill pleased performance hard work find perfect house,POSITIVE,0.999395489692688,,,,
5,"2261 Arbor Way Turlock, CA 95380",2022-08-03,Krystal is amazing and handled everything very professionally. She was the agent for both the buyer and seller in my transaction. She also had a tenant living at the property and was very respectful of their needs as well. She managed everything excellently  going above and beyond to ensure all parties were happy with the transaction. I was the buyer in this purchase.  She even helped me arrange repairs after the purchase.  I highly recommend Krystal to represent you as a buyer or seller.  She is the real deal!,krystal amazing handle professionally agent buyer seller transaction tenant live property respectful need manage excellently go ensure party happy transaction buyer purchase help arrange repair purchase highly recommend krystal represent buyer seller real deal,POSITIVE,0.999698162078857,,,,
5,"6619 Whitbourne Dr, San Jose, CA 95120",2020-03-17,"Bill is knowledgeable, kind, understanding and a GREAT realtor and person.  His pricing and estimates are spot on.  He has many contacts to assist homeowners with anything they may need.",bill knowledgeable kind understanding great realtor person pricing estimate spot contact assist homeowner need,POSITIVE,0.998357832431793,,,,
5,"120 W Condor St, Crescent City, CA 95531",2017-01-11,I am a first-time home buyer and Stuart was excellent at guiding me through the process. He was great at answering all my questions and made the process as easy as possible.,time home buyer stuart excellent guide process great answer question process easy possible,POSITIVE,0.999237537384033,,,,
5,"24381 Chrisanta Dr, Mission Viejo, CA 92691",2018-07-20,"We just purchased a condominium unit in Glendale.  Throughout the whole process, Viri and her team were excellent and thoroughly professional.  We are in California and the distance did not affect the smoothness of the sale.  Viri communicated with us very effectively and was quick to answer any questions we had.  Her demeanor was always positive and it was a pleasure working with her.",purchase condominium unit glendale process viri team excellent thoroughly professional california distance affect smoothness sale viri communicate effectively quick answer question demeanor positive pleasure work,POSITIVE,0.999091029167175,,,,
5,"308 El Salto Dr, Capitola, CA 95010",2019-04-04,"My husband and I began working with Amber when we started exploring the idea of purchasing a weekend home in Capitola.  Now that we have closed on our home, I can honestly say that if it weren't for Amber, it probably wouldn't have happened.  Amber is responsive and knows every detail of her business.  She is incredibly knowledgeable about the local markets and communities.  She not only knows the other realtors, she has good working relationships with them...it is obvious that they respect and trust her.  She helped us navigate 2 separate offers, and her calm, reassuring demeanor helped settle our nerves each time.  Her experience and instincts combined make her a great negotiator.    She made a complex, nerve-wracking process seamless.  She is also an extremely pleasant, relatable person...a working mother and engaged member of her community.  Amber will be more than your realtor--she will be your partner in launching the next chapter of your story.",husband begin work amber start explore idea purchase weekend home capitola close home honestly amber probably happen amber responsive know detail business incredibly knowledgeable local market community know realtor good working relationship obvious respect trust help navigate 2 separate offer calm reassure demeanor help settle nerve time experience instinct combine great negotiator complex nerve wrack process seamless extremely pleasant relatable person work mother engaged member community amber realtor partner launch chapter story,POSITIVE,0.998721063137054,,,,
5,"5440 Orange Grove Ave Hemet, CA 92544",2023-08-11,"Jeanne was amazing! We’re first time home buyers and with Jeanne’s experience the process ran smoothly. Any questions or concerns we had she was available for us. Jeanne was transparent every step of the way, she let us know what steps were next or what to expect, she is protective of her clients and has their best interest in mind. Definitely would recommend to any potential homeowners.",jeanne amazing time home buyer jeanne experience process run smoothly question concern available jeanne transparent step way let know step expect protective client good interest mind definitely recommend potential homeowner,POSITIVE,0.991400897502899,,,,
5,3222 Shasta Circle South LA CA 90065,2014-12-07,"We were first-timers trying to buy in an area that is popular with investors. We had already spent a year looking with another agent. I didn't think we had much of a chance. But Leah made it happen! She was always available through text, email, anything - I don't think I ever even went to voicemail when I called her. When we finally broke through and got an offer accepted, she made sure to keep us informed all through escrow; at the end of some days I would get emails summarizing conversations she had with the listing agent, inspectors, or escrow itself. I felt lost a few times trying to wrangle all the conversations and the appointments, and she always offered to step in and deal with people who were being difficult or weren't responding - I really appreciated this more than anything. Even though you are the buyer, and everyone is supposed to be working for you, it can sometimes feel like you are just being pushed down a long line of dudes who grab handfuls of your money as you pass. Leah will stare those dudes down and put them in their place if you need her to. She's there for you!",timer try buy area popular investor spend year look agent think chance leah happen available text email think go voicemail call finally break get offer accept sure inform escrow end day email summarize conversation list agent inspector escrow feel lose time try wrangle conversation appointment offer step deal people difficult respond appreciate buyer suppose work feel like push long line dude grab handfuls money pass leah stare dude place need,NEGATIVE,0.998731672763825,,,,
5,"41 Escanyo Dr, South San Francisco, CA 94080",2017-03-10,"I have worked with Tessa on multiple occasions. She always gives you 100% of her time. Tessa is extremely responsive with emails, phone calls, texts. She is highly proactive and keeps you updated every step of the way in a property purchase or property sale. She knows what to do to ensure a deal goes through. Her professionalism and dedication makes her an outstanding real estate agent.",work tessa multiple occasion give 100 time tessa extremely responsive email phone call text highly proactive keep update step way property purchase property sale know ensure deal go professionalism dedication make outstanding real estate agent,POSITIVE,0.997146546840668,,,,
5,"1677 Mckelvy Ave Clovis, CA 93611",2024-03-22,"I worked with Alex Levy to purchase my first home during the summer of 2023. I can’t commend his determination and knowledge enough. Man, it was a difficult time to buy with being outbid and dealing with all cash offers but Alex made the trek 2 hours from his home market to help me go to open houses and tour multiple properties.What no one tells you about this process is how difficult it can be navigating putting offers and getting a sense of “your local market” Alex spent the time (which is money) to educate me, work with me, and eventually land a home that checked all the boxes.Having a knowledgeable realtor made all the difference. I worked with other realtors who seemed to always want to “phone it in”. That’s not Alex. I always felt he was putting in his best effort and fighting on my behalf to get my offer put through. As I sit in my backyard enjoying the sun smoking a cigar I appreciate Alex making me stick to my guns and acquire a property I wanted even when I felt hopeless and wanted to buy something for the sake of buying something. He hung in there are a grueling year long search of “the right property”.Thank you Alex Levy for hanging in there and helping me find what I wanted and not settle. Thank you for educating me on this whole process since I have never bought a home before and I was completely ignorant to the in’s and out’s of the whole process. Being on my own with not a lot of support, Alex was there. He showed up, ready to get to work, and he gave me his time and attention. I highly recommend working with him to purchase a home because he will fight to get your offer in front of a seller and negotiate for you.",work alex levy purchase home summer 2023 commend determination knowledge man difficult time buy outbid deal cash offer alex trek 2 hour home market help open house tour multiple tell process difficult navigate put offer get sense local market alex spend time money educate work eventually land home check knowledgeable realtor difference work realtor want phone alex feel put good effort fighting behalf offer sit backyard enjoy sun smoke cigar appreciate alex make stick gun acquire property want feel hopeless want buy sake buy hang grueling year long search right alex levy hang help find want settle thank educate process buy home completely ignorant process lot support alex show ready work give time attention highly recommend work purchase home fight offer seller negotiate,NEGATIVE,0.972083270549774,,,,
5,"13240 Corley Dr, La Mirada, CA 90638",2020-03-12,"I am completely in love with my house!  Last year my husband and I were looking into a purchase of a home.    Being first time home buyers, we had very little knowledge of what we needed or if we qualified. Marcus Bevans was introduced to us through a co-worker and friend, he handled our real estate needs in a professional and efficient manner.  He took time to explain things to us in great detail and he took it upon himself to view properties before showing them to us to ensure that no time was wasted.  He is extremely knowledgeable in this business, he works tirelessly for his customers and he treats his clients with honesty and respect.   I would recommend him to everyone, especially those who like us need a little time and patience.   It was a complete pleasure to work with him and I will definitely be using him again, should we decide to back into the market for a new home, or if we decide to sell.",completely love house year husband look purchase home time home buyer little knowledge need qualify marcus bevans introduce co worker friend handle real estate need professional efficient manner take time explain thing great detail take view property show ensure time waste extremely knowledgeable business work tirelessly customer treat client honesty respect recommend especially like need little time patience complete pleasure work definitely decide market new home decide sell,POSITIVE,0.977534413337708,,,,
5,"561 Agnes Dr, Barstow, CA 92311",2019-03-12,"Johnny helped me purchase my first house and I am beyond content with the service he provided. He is among the best realtors if not the best, he truly goes above and beyond to make the process easy and stress free. As a first time home buyer I had a million questions and Johnny had the patience to answer them all without a doubt. I highly recommmned working with Johnny for all your real estate needs. He definitely has a passion for what he does and genuinely loves helping people. Looking forward to working with him again in the future.",johnny help purchase house content service provide good realtor good truly go process easy stress free time home buyer million question johnny patience answer doubt highly recommmne work johnny real estate need definitely passion genuinely love help people look forward work future,POSITIVE,0.970093250274658,,,,
5,"2429 Winding Way, Lincoln, CA 95648",2020-06-24,Very professional and attentive to details. Committed to getting to an acceptable deal for both buyer and seller. Took responsibility for all inspections and follow up. Showed only properties in the buyers price range and provided meaningful comps. Went out of his way to get registration papers for a golf cart vehicle that was included in the purchase.,professional attentive detail commit get acceptable deal buyer seller take responsibility inspection follow show property buyer price range provide meaningful comp go way registration paper golf cart vehicle include purchase,POSITIVE,0.950280606746674,,,,
5,"3898 Holland Dr, Santa Rosa, CA 95404",2019-12-20,"Kyle was extremely patient with us (especially when we were indecisive).  We met him at an open house, took his information and contacted him when we were ready.  As we had an idea of what we wanted, we still wanted to take our time.  He sent listings as soon as they were available and always made himself available to show us properties. He was incredibly responsive to texts and emails and keeping us in the loop in every step of the process.  We highly recommend Kyle to any potential homebuyers – you won’t regret it.",kyle extremely patient especially indecisive meet open house take information contact ready idea want want time send listing soon available available property incredibly responsive text email keep loop step process highly recommend kyle potential homebuyer will regret,POSITIVE,0.939077973365784,,,,
5,"13 Scott Aly San Francisco, CA 94107",2022-05-19,Erik is knowledgeable about the San Francisco market and available for showings when you need him. He also helped close a difficult closing. Highly recommended!,erik knowledgeable san francisco market available showing need help close difficult closing highly recommend,POSITIVE,0.998164474964142,,,,
5,"1540 Franklin Ave, Tracy, CA 95376",2019-12-03,Donny is very personable and knowledgable. There were plenty of properties that he would say is not right for us and then he would take the time to explain why.  He changed the way I look at properties.  I now know to look at the roofs to look for signs of rot.  I now know to look at floors to check for signs of water damage.  I now know to look at which street property is located on because of possible resale value.  I knew none of those things before Donny was our agent.  I would strongly recommend Donny Piwowarski as your agent.,donny personable knowledgable plenty property right time explain change way look property know look roof look sign rot know look floor check sign water damage know look street property locate possible resale value know thing donny agent strongly recommend donny piwowarski agent,POSITIVE,0.96190744638443,,,,
5,"12555 Euclid St #34 Garden Grove, CA 92840",2023-04-13,"Buying or selling a home can be a daunting process, but Candice truly provides the peace of mind and confidence that she “has it handled”. Candice is smart, calm, detail oriented, works well under pressure and is the ultimate professional. It may sound cliché but she really does have your back! We can see why she has changed so many lives for the better. We look forward to working with her in the future and will continue to recommend her to any home buyer or seller.",buy sell home daunting process candice truly provide peace mind confidence handle candice smart calm detail orient work pressure ultimate professional sound cliché change life well look forward work future continue recommend home buyer seller,POSITIVE,0.999489426612854,,,,
5,"4664 Countrygate Ct Riverside, CA 92505",2023-01-24,"We were very satisfied with the high level of service, Realtor Claude provides. He was truly committed to finding us a perfect home. We have been telling friends and family about Claude's knowledge and professionalism. He was very easy to work with and truly cared about meeting our real estate needs. Additionally, he went above and beyond with follow up calls to all parties, lender, appraisers, seller, while keeping us informed on status. Thank you for going the extra miles.",satisfied high level service realtor claude provide truly committed find perfect home tell friend family claude knowledge professionalism easy work truly care meet real estate need additionally go follow call party lender appraiser seller keep inform status thank go extra mile,POSITIVE,0.996224522590637,,,,
5,"11484 Escoba Pl, San Diego, CA 92127",2016-09-29,"Being a native of San Diego Tim was able to tell us about all the different neighborhoods in SD. He is Fast , Knowledgeable and I would love to work with him again in my next purchase of a home.  Strongly recommended Realtor... Thanks Again",native san diego tim able tell different neighborhood sd fast knowledgeable love work purchase home strongly recommend realtor thank,POSITIVE,0.999648690223694,,,,
5,"13838 Carnaby St Cerritos, CA 90703",2023-01-07,"Emily is the best! She was thorough, knowledgeable, and professional to work with in every aspect of the purchase of our first home. Her knowledge of the Cerritos area is unmatched and her familiarity with local market trends was an invaluable resource in giving us an edge against other competing offers. If you’re a first time home buyer, I cant recommend her enough. She will educate and walk you through the entire process and keep your best interests as a top priority. With how competitive home buying is in today’s market, her dedication and expertise will help you WIN!",emily good thorough knowledgeable professional work aspect purchase home knowledge cerritos area unmatched familiarity local market trend invaluable resource give edge compete offer time home buyer not recommend educate walk entire process good interest priority competitive home buying today market dedication expertise help win,POSITIVE,0.99907112121582,,,,
5,"616 Padilla St, San Gabriel, CA 91776",2015-01-06,"Kathleen has a real gift for understanding your needs and matching what your dreams represent to options in the housing market.  She had lots of energy and enthusiasm for the search.  She had excellent contacts for all of the nitty gritty work -- financing, inspection, repairs, etc.  All requests for information and assistance were attended to promptly.  I remain delighted with the home I purchased several years ago.  I have repeatedly recommended Mueller Realty to others.  Mueller Realty is also very community minded and I notice and appreciate how they support a variety of organizations.",kathleen real gift understand need match dream represent option housing market lot energy enthusiasm search excellent contact nitty gritty work financing inspection repair etc request information assistance attend promptly remain delighted home purchase year ago repeatedly recommend mueller realty mueller realty community minded notice appreciate support variety organization,POSITIVE,0.99680495262146,,,,
5,"1198 Altschul Ave Menlo Park, CA 94025",2022-12-19,Dana is someone who operates from the standpoint of integrity.  She puts your best interest as a priority every step of the way.  She has a high level of knowledge about every aspect of real estate transactions.  She completed two purchases for my family and we were in good hands each time.  Dana is very good at explaining all of the details of the transaction without overwhelming you.  I would rate her higher if possible!,dana operate standpoint integrity put good interest priority step way high level knowledge aspect real estate transaction complete purchase family good hand time dana good explain detail transaction overwhelm rate high possible,POSITIVE,0.968542873859406,,,,
5,"13215 Kirkwood Dr, Victorville, CA 92392",2020-06-03,"Hi, we’re the family Torres, and I wanted to say that we are extremely happy with our new home. It was an amazing experience with with the helps of Javier Pantoja and Jasmine Leon. We got our home in less than a month, with amazing service. We got exactly what we wished for.",hi family torre want extremely happy new home amazing experience help javi pantoja jasmine leon get home month amazing service get exactly wish,POSITIVE,0.999370157718658,,,,
5,"250 Jack London Ave, Alameda, CA 94501",2021-08-01,"Jake has been very helpful in finding a desirable house for us in Alameda. He was proactive, knowledgeable and ready to provide an answer to any questions and challenges that we threw at him. He was professional, nice, cooperative and smiling all the time. I am very happy that we hired him. I highly recommend him.",jake helpful find desirable house alameda proactive knowledgeable ready provide answer question challenge throw professional nice cooperative smile time happy hire highly recommend,POSITIVE,0.99921727180481,,,,
5,"3567 Quail View St, Spring Valley, CA 91977",2014-12-18,"We found Keri while we were in Chicago looking to move to San Diego for work. I was a little hesitant as my last experience with buying AND selling a house left me, lets just say bitter due to their unresponsiveness and quite frankly getting taken advantage of. <br/><br/>From the beginning Keri was very professional, dedicated and responsive. Her terrific knowledge of the areas was a great help for out of towners learn about the area and get comfortable with the San Diego market. <br/><br/>As a active duty military member I was out of town when my wife and Keri, found our DREAM HOUSE. She determined that there were multiple offers on the house she gave us very good guidance on how to be the people that were chosen. As it would turn out there were 4 other offers when ours came in and the owners chose us over a full price cash offer that was willing to close in 7 days. AMAZING!!<br/><br/>As I said I was out of town and she worked with my wife to get the details taken care of but I know that everything went smoothly and we were moved in before I even got back to see it for the first time. <br/><br/>I am pleased to offer my personal recommendation for Keri and her staff.",find keri chicago look san diego work little hesitant experience buy sell house leave lets bitter unresponsiveness frankly getting take advantage begin keri professional dedicated responsive terrific knowledge area great help towner learn area comfortable san diego market active duty military member town wife keri find dream house determine multiple offer house give good guidance people choose turn 4 offer come owner choose price cash offer willing close 7 day say town work wife detail take care know go smoothly move get time pleased offer personal recommendation keri staff,POSITIVE,0.972520291805267,,,,
5,"7823 Tommy Dr APT 31, San Diego, CA 92119",2016-12-12,"Working with Cathy Palme we were able to accomplish moving from out of state and finding our perfect home!  Cathy's knowledge of the various neighborhoods and honest views helped us narrow down exactly what we were looking for. Being out of state during this process was not always easy, but with Cathy's help and expertise we have now closed on our first home and look forward to becoming San Diego residents in the next few weeks!",work cathy palme able accomplish move state find perfect home cathy knowledge neighborhood honest view help narrow exactly look state process easy cathy help expertise close home look forward san diego resident week,POSITIVE,0.995969295501709,,,,
5,"501 Galleon Way, Seal Beach, CA 90740",2015-05-22,"Ann was very open and honest with us from the first time we met her and continued to be very sensitive to our needs and concerns throughout the entire purchasing process. Ann put her heart and soul into helping us find and buy our new home. We selected Ann as our agent, because we wanted someone with extensive real estate experience and the fact that she also lived in Seal Beach, made our decision even easier. I would highly recommend Ann Tuler, especially if you are searching for a home in Seal Beach and/or surrounding Orange County areas.",ann open honest time meet continue sensitive need concern entire purchasing process ann heart soul help find buy new home select ann agent want extensive real estate experience fact live seal beach decision easy highly recommend ann tuler especially search home seal beach surround orange county area,POSITIVE,0.999138474464417,,,,
5,"2817 Klondike Way, Pine Mountain Club, CA 93222",2019-11-29,"I can’t say enough good things about Mark Bailey and my home buying experience In Pine Mountain Club. He was professional and fun. Mark’s knowledge of the area is amazing. He is a great agent that is fun to work with, can’t recommend him enough. Doreen Lacy",good thing mark bailey home buying experience pine mountain club professional fun mark knowledge area amazing great agent fun work recommend doreen lacy,POSITIVE,0.999497294425964,,,,
5,27610 Wendy Street Menifee CA 92596,2019-11-23,Purchased our first home with Chris Bromer’s help! He made this unknown process to us less intimidating. He narrowed down our wants and needs and got us into our new build home. He was always available to answer questions and was very honest with us. Thank you Chris for helping us make our dream a reality of becoming home owners!,purchase home chris bromer help unknown process intimidating narrow want need get new build home available answer question honest thank chris help dream reality home owner,POSITIVE,0.988636195659638,,,,
5,"7011 Silver Brook Ct San Jose, CA 95120",2024-01-31,"My brother introduced me to Mark and Julie when I decided to make my first home purchase.  We looked at multiple homes together and Mark’s feedback was seriously taken into consideration after each showing.  When I found the home that was right for me, Mark and Julie went into action. They started with a detailed summary of the inspection reports and disclosures.  Then came comparable sales and a suggested offer price.  Our offer went and the negotiations ensued.  Their strategy and communication throughout the process was clear and concise.  I ended up in contract on the home with a price and terms that met my expectations.  Throughout the close of escrow, the communication continued every step of the way, making the process smooth and worry free.  Mark’s suggestions on minor improvements, cost estimates, an return on investment were also very helpful in my decision making.  I know my brother and I will work with Mark and Julie again in the future and will suggest the same to friends, family, and colleagues.",brother introduce mark julie decide home purchase look multiple home mark feedback seriously take consideration showing find home right mark julie go action start detailed summary inspection report disclosure come comparable sale suggest offer price offer go negotiation ensue strategy communication process clear concise end contract home price term meet expectation close escrow communication continue step way make process smooth worry free mark suggestion minor improvement cost estimate return investment helpful decision making know brother work mark julie future suggest friend family colleague,NEGATIVE,0.81137889623642,,,,
5,"549 Trenton St, El Cajon, CA 92019",2020-10-22,He was very informative and helpful. My experience was great with him. He helped me buy a beautiful house for a good price. I highly recommend Wisam Mohsin.,informative helpful experience great help buy beautiful house good price highly recommend wisam mohsin,POSITIVE,0.999730527400971,,,,
5,"12970 Highway 8 Business SPACE 86, El Cajon, CA 92021",2018-08-17,Chloe was professional and answered all my questions in a reasonable amount of time. She made the home buying process simple and quick. Highly recommended!,chloe professional answer question reasonable time home buying process simple quick highly recommend,POSITIVE,0.99898773431778,,,,
5,"14661 Myford Road, Tustin, CA 92780",2013-08-15,"My company just purchased a commercial property in July in the city of Tustin.  Justin represented my wife and I as our Realtor in the purchase our business building.  I never write reviews, but I though it was important to share the quality work Justin gives.  As an former Realtor myself, I know there are too many impersonal and uninformative ""professionals"" who swear your best interests are also their.  You're going to the get the following experience with Justin:<br/><br/>1.) He's a certified Appraiser.  You'll get no guessing game with pricing which is critical in any negotiation.  He had all the comps and detailed information for all the 20+ properties we viewed.<br/><br/>2.) Respect for one's time.  Never did I worry he would be late for a showing or meeting.  Justin was always punctual and at least 15 minutes ahead of schedule. It's important in my world that I wasn't wasting large lots of time on the waiting game.<br/><br/>3.)  Answers.  The longest time I ever waited for an answer on a property question was 24 hours.  This was only because he was waiting for the listing agent to respond with specific details. <br/><br/>Justin gives personal service and professionalism to each client. He was even taking e-mails and phone messages on his family vacation up in the mountains ( I don't know how since their was limited reception). Obviously, I recommend him for any property transaction you may need. It was a good decision choosing Justin as our Realtor.",company purchase commercial property july city tustin justin represent wife realtor purchase business building write review important share quality work justin give realtor know impersonal uninformative professional swear good interest go follow experience certified appraiser guessing game pricing critical negotiation comp detailed information 20 property respect time worry late showing meeting justin punctual 15 minute ahead schedule important world waste large lot time wait answer long time wait answer property question 24 hour wait list agent respond specific detail give personal service professionalism client take e mail phone message family vacation mountain know limited reception obviously recommend property transaction need good decision choose justin realtor,NEGATIVE,0.984302282333374,,,,
5,"11347 Pinon Hills Rd, Pinon Hills, CA 92372",2019-03-19,"We are very grateful for the grace of this woman! We were searching for our retirement home and we knew what we wanted! She was right on it, immediately providing access to look at the homes we were interested in! My husband was very impressed with her local knowledge and the speed and response time. We closed early and with no hassles. we would definitely recommend Margaret Farag. we already have!",grateful grace woman search retirement home know want right immediately provide access look home interested husband impressed local knowledge speed response time close early hassle definitely recommend margaret farag,POSITIVE,0.998389720916748,,,,
5,"1225 Blanchard St Santa Barbara, CA 93103",2023-06-10,"Chamise was extremely helpful in my home-buying process and was there for me every step of the way.  She listened to my needs and showed me every home I asked for, plus others.  She knows Santa Barbara extremely well and understands the unique market trends in Santa Barbara.  She was extremely responsive, punctual, informative, and a pleasure to work with.",chamise extremely helpful home buying process step way listen need show home ask plus know santa barbara extremely understand unique market trend santa barbara extremely responsive punctual informative pleasure work,POSITIVE,0.997985243797302,,,,
5,"1015 N Kings Rd APT 219, West Hollywood, CA 90069",2017-04-21,"I moved from Orange County to Los Angels County in 2016 and was lucky to get in touch with Abtin!Abtin was supportive, helpful and very knowledgeable in area of my choice, he was always available and easy to work with.He understood my financial strength and short coming and worked hard to find my home.I truly appreciate his effort in finding my dream, I am forever thankful.",move orange county los angels county 2016 lucky touch supportive helpful knowledgeable area choice available easy work understand financial strength short come work hard find truly appreciate effort find dream forever thankful,POSITIVE,0.99952507019043,,,,
5,"20719 S Pendleton St, Riverdale, CA 93656",2018-12-23,Very helpful/nice guy! Honestly it was kind of a last minute switch from one agent to another but definitely worth switching to him! He was always there to answer any questions that we had regarding our house we bought. Justin and his team worked hard to make this happen for us & we appreciate it all. Highly recommend for anyone that is looking to sell/buy!,helpful nice guy honestly kind minute switch agent definitely worth switch answer question house buy justin team work hard happen appreciate highly recommend look sell buy,POSITIVE,0.999338209629059,,,,
5,"3293 N Morning Dove Lane, Hanford CA 93230",2016-04-29,"my wife and I listed our home with Felicia she was able to negotiate a full price offer when all the other real estate agents said we would never get our price and it was an all cash offer to top it off with a quick closing, we needed to get into a new home quickly , Felicia showed us properties daily until we found our perfect home in record time. I really appreciate her drive and tenacity to get things done. she really exceeded our expectations",wife list home felicia able negotiate price offer real estate agent say price cash offer quick closing need new home quickly felicia show property daily find perfect home record time appreciate drive tenacity thing exceed expectation,POSITIVE,0.995958745479584,,,,
5,"72 S Stearns Rd, Oakdale, CA 95361",2018-09-27,"My husband and I were very fortunate to meet Stephanie. From the beginning she went above and beyond for us, making sure to keep in mind our wants and needs. Her communication with our loan officer was outstanding by making sure they were on top of their game at all times. Stephanie made the experience very personal and I felt like I had a friend every step of the way. I really appreciate her hard work.",husband fortunate meet stephanie beginning go make sure mind want need communication loan officer outstanding make sure game time stephanie experience personal feel like friend step way appreciate hard work,POSITIVE,0.998938858509064,,,,
5,"366 Duperu Dr, Crockett, CA 94525",2020-10-14,"We had an amazing experience with Mike. He expertly helped us navigate through a VA loan as first-time hombuyers. Highly knowledgeable, responsive, straightforward. I can't recommend him highly enough.",amazing experience mike expertly help navigate va loan time hombuyer highly knowledgeable responsive straightforward recommend highly,POSITIVE,0.999787151813507,,,,
5,"12113 Allard St, Norwalk, CA 90650",2021-08-06,"I first met Jaime Ruiz, back in 2008.  Throughout the years we lost contact. Until a family member of mine purchased a home with him and mentioned him to me. Since I knew him, from previous years and I was interested in purchasing a home, as a first-time homebuyer, I figured that it was my indication for me to reach out to Jaime since he came across my path after not seeing him for about 13 years. For that reason, I called him and I am glad I did get in touch with him. He proved knowledge of the housing market. Every time we viewed a new property Jaime would follow all covid guidelines, perform a logical inspection, looking for signs of problems, and commenting on the quality of construction, finish, appliances, etc. He is professionally outspoken when a home is not in the exact condition.  Jaime is patient, explains, and answers questions. I like that throughout our process he kept us updated via text, emails, and phone calls.  In the end, we found the property that was the perfect city for us. My favorite Jaime saying ... ""What's meant for you will be for you""  I like his optimism about this adventure. I certainly recommend Jaime Ruiz for your home purchase.",meet jaime ruiz 2008 year lose contact family member purchase home mention know previous year interested purchase home time homebuyer figure indication reach jaime come path see 13 year reason call glad touch prove knowledge housing market time view new property jaime follow covid guideline perform logical inspection look sign problem comment quality construction finish appliance etc professionally outspoken home exact condition jaime patient explain answer question like process keep update text email phone call end find property perfect city favorite jaime say mean like optimism adventure certainly recommend jaime ruiz home purchase,POSITIVE,0.993908524513245,,,,
5,"305 Via Chueca, San Clemente, CA 92673",2020-11-21,"We loved working with Jennifer.  It was such a great experience from start to finish.   She has been so knowledgeable and thoughtful throughout the whole shopping process in helping our family find our forever home in San Clemente.  Jennifer has a great way of making you feel relaxed during a time that can be very stressful.  She’s a great listener, super attentive, hard working, and is always keeping our needs as well as our interests front of mind.  We would strongly recommend Jennifer and her team any day!",love work jennifer great experience start finish knowledgeable thoughtful shopping process help family find forever home san clemente jennifer great way make feel relaxed time stressful great listener super attentive hard working keep need interest mind strongly recommend jennifer team day,POSITIVE,0.999676823616028,,,,
5,"3062 Swansea Way Rancho Cordova, CA 95670",2022-07-08,"I honestly don’t know where to start. we had spent about 7 months with a previous realtor and got nowhere slowly. Mallory really took the time to understand our needs, what would work for us, and was always sending things our way. I felt like we were her only clients with all of the care and thoughtfulness she put into our search with us. She is super responsive, always ready to put in an offer, and frankly she is a fantastic human being. she negotiated a few times for us and on the one we purchased for a fantastic deal and even talked them into throwing in appliances and other items. Mallory is the perfect realtor that has the proper balance of patience and customer service for you but then aggressive and tenacious with the selling parties.I truly can’t say enough about Mallory. highly recommend her for all of your real estate needs!!",honestly know start spend 7 month previous realtor get slowly mallory take time understand need work send thing way feel like client care thoughtfulness search super responsive ready offer frankly fantastic human negotiate time purchase fantastic deal talk throw appliance item mallory perfect realtor proper balance patience customer service aggressive tenacious selling truly mallory highly recommend real estate need,POSITIVE,0.99871039390564,,,,
5,"441 Nolden Ave San Jose, CA 95117",2022-10-27,"We recently bought a house with Tracy. Tracy is very professional and has strong communication skills. We worked well during the whole process. I would highly recommend her to my family and friends. During the house hunting process, Tracy went through the disclosure documents carefully and give us a lot of advice, such as pointing out the potential issues of some houses and suggest us to passing them. Meanwhile, she also encouraged us to place the offer with appropriate price without over asking. When the house was in contract, she actively communicated with the listing agent and loan agent to ensure smooth closing within 21 days! Again, we are very satisfied with the purchase process & result, and would highly recommend her!",recently buy house tracy tracy professional strong communication skill work process highly recommend family friend house hunting process tracy go disclosure document carefully lot advice point potential issue house suggest pass encourage place offer appropriate price ask house contract actively communicate list agent loan agent ensure smooth closing 21 day satisfied purchase process result highly recommend,POSITIVE,0.998967409133911,,,,
5,930 Rosedale Court Capitola CA 95010,2013-11-01,Rob helped me buy my new home.  He was very knowledgeable and great to work with.  Positive and friendly personality.  Has lots of contacts to help find what looking for.,rob help buy new home knowledgeable great work positive friendly personality lot contact help find look,POSITIVE,0.995135247707367,,,,
5,"14527 El Contento Ave, Fontana, CA 92337",2017-10-06,"Where can i start from. Andrew is just amazing. Not only in his job role but as a human being. Since i first met him he gave me that ease i was going to walk away with my home. Very humble person, knowledgeable person and knows whats he is talking about. Im a 1st time buter and to me this was all new. He walked me down theough every step and every question i had. This guy dont sleep (Literary) i would have questions for him at 10pm and there he was with an answer. Always kept me informed of updates to my home process. I can honestly say i would not go with another realtor than him. I recommend him! Im telling you, if your reading this trust me he will make the process go by smooth. Thanks again andrew!! A+++ service!",start andrew amazing job role human meet give ease go walk away home humble person knowledgeable person know s talk m 1st time buter new walk theough step question guy not sleep literary question 10 pm answer keep inform update home process honestly realtor recommend m tell read trust process smooth thank andrew service,POSITIVE,0.999034285545349,,,,
